ダウンロードした時刻：2018/11/10 20:43:21

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2010/6/11,19.0,8,1,31.8,8,1,24.7,8,1
2010/6/12,21.2,8,1,29.2,8,1,24.5,8,1
2010/6/13,17.9,8,1,22.6,8,1,20.5,8,1
2010/6/14,18.6,8,1,27.8,8,1,22.7,8,1
2010/6/15,21.6,8,1,24.0,8,1,22.4,8,1
2010/6/16,21.7,8,1,28.7,8,1,24.3,8,1
2010/6/17,20.7,8,1,32.0,8,1,25.6,8,1
2010/6/18,21.7,8,1,25.5,8,1,23.5,8,1
2010/6/19,22.1,8,1,28.9,8,1,24.9,8,1
2010/6/20,23.3,8,1,27.5,8,1,25.1,8,1
2010/6/21,22.2,8,1,27.9,8,1,24.6,8,1
2010/6/22,23.3,8,1,30.4,8,1,26.0,8,1
2010/6/23,22.2,8,1,25.7,8,1,23.5,8,1
2010/6/24,20.1,8,1,30.9,8,1,25.0,8,1
2010/6/25,20.9,8,1,25.3,8,1,23.1,8,1
2010/6/26,22.2,8,1,26.3,8,1,24.2,8,1
2010/6/27,23.5,8,1,30.6,8,1,26.6,8,1
2010/6/28,24.7,8,1,32.8,8,1,28.1,8,1
2010/6/29,24.8,8,1,31.2,8,1,27.4,8,1
2010/6/30,24.1,8,1,32.0,8,1,27.7,8,1
2010/7/1,25.2,8,1,32.2,8,1,27.8,8,1
2010/7/2,23.9,8,1,30.9,8,1,27.0,8,1
2010/7/3,23.7,8,1,27.4,8,1,25.4,8,1
2010/7/4,24.7,8,1,31.2,8,1,27.0,8,1
2010/7/5,23.5,8,1,32.2,8,1,27.4,8,1
2010/7/6,25.6,8,1,31.3,8,1,27.6,8,1
2010/7/7,22.5,8,1,29.8,8,1,25.7,8,1
2010/7/8,22.1,8,1,33.1,8,1,27.0,8,1
2010/7/9,21.9,8,1,26.8,8,1,24.2,8,1
2010/7/10,21.0,8,1,30.9,8,1,26.1,8,1
2010/7/11,24.6,8,1,28.6,8,1,26.8,8,1
2010/7/12,23.9,8,1,28.5,8,1,26.7,8,1
2010/7/13,23.6,8,1,29.5,8,1,25.9,8,1
2010/7/14,22.7,8,1,26.6,8,1,24.8,8,1
2010/7/15,23.6,8,1,30.0,8,1,26.1,8,1
2010/7/16,24.6,8,1,32.8,8,1,27.5,8,1
2010/7/17,24.4,8,1,32.9,8,1,28.2,8,1
2010/7/18,24.5,8,1,32.8,8,1,28.2,8,1
2010/7/19,25.7,8,1,32.9,8,1,28.9,8,1
2010/7/20,26.4,8,1,33.9,8,1,29.5,8,1
2010/7/21,26.2,8,1,34.2,8,1,29.6,8,1
2010/7/22,26.2,8,1,35.3,8,1,30.5,8,1
2010/7/23,27.5,8,1,36.0,8,1,31.2,8,1
2010/7/24,27.3,8,1,35.6,8,1,31.1,8,1
2010/7/25,27.6,8,1,36.7,8,1,31.3,8,1
2010/7/26,27.6,8,1,34.9,8,1,30.3,8,1
2010/7/27,26.9,8,1,34.6,8,1,29.8,8,1
2010/7/28,24.6,8,1,33.3,8,1,29.0,8,1
2010/7/29,23.3,8,1,28.5,8,1,25.7,8,1
2010/7/30,26.4,8,1,33.5,8,1,29.3,8,1
2010/7/31,27.2,8,1,34.0,8,1,29.9,8,1
2010/8/1,27.6,8,1,34.8,8,1,30.8,8,1
2010/8/2,28.4,8,1,36.4,8,1,31.3,8,1
2010/8/3,28.1,8,1,35.6,8,1,30.3,8,1
2010/8/4,27.1,8,1,36.5,8,1,31.1,8,1
2010/8/5,27.3,8,1,35.8,8,1,30.5,8,1
2010/8/6,24.4,8,1,35.9,8,1,30.1,8,1
2010/8/7,24.7,8,1,32.9,8,1,28.8,8,1
2010/8/8,26.2,8,1,34.9,8,1,29.6,8,1
2010/8/9,26.1,8,1,33.5,8,1,28.5,8,1
2010/8/10,26.5,8,1,33.4,8,1,29.2,8,1
2010/8/11,25.7,8,1,34.6,8,1,30.2,8,1
2010/8/12,26.0,8,1,30.7,8,1,28.6,8,1
2010/8/13,25.7,8,1,34.3,8,1,29.7,8,1
2010/8/14,28.2,8,1,32.9,8,1,30.2,8,1
2010/8/15,28.7,8,1,34.5,8,1,30.6,8,1
2010/8/16,28.1,8,1,35.0,8,1,31.0,8,1
2010/8/17,27.6,8,1,36.4,8,1,31.3,8,1
2010/8/18,27.1,8,1,37.3,8,1,32.0,8,1
2010/8/19,28.2,8,1,36.6,8,1,31.6,8,1
2010/8/20,27.8,8,1,35.8,8,1,31.1,8,1
2010/8/21,28.1,8,1,36.2,8,1,30.7,8,1
2010/8/22,28.1,8,1,35.6,8,1,31.1,8,1
2010/8/23,28.4,8,1,36.8,8,1,31.2,8,1
2010/8/24,27.9,8,1,35.7,8,1,31.2,8,1
2010/8/25,28.2,8,1,35.0,8,1,30.5,8,1
2010/8/26,26.7,8,1,35.0,8,1,30.1,8,1
2010/8/27,27.9,8,1,36.2,8,1,30.7,8,1
2010/8/28,26.4,8,1,36.9,8,1,30.7,8,1
2010/8/29,26.6,8,1,37.4,8,1,30.7,8,1
2010/8/30,27.6,8,1,34.4,8,1,30.6,8,1
2010/8/31,28.1,8,1,35.5,8,1,31.0,8,1
2010/9/1,28.7,8,1,35.7,8,1,30.7,8,1
2010/9/2,26.7,8,1,34.2,8,1,29.8,8,1
2010/9/3,27.0,8,1,35.6,8,1,30.8,8,1
2010/9/4,28.3,8,1,35.8,8,1,31.3,8,1
2010/9/5,28.0,8,1,36.2,8,1,30.9,8,1
2010/9/6,26.9,8,1,35.4,8,1,30.6,8,1
2010/9/7,27.7,8,1,34.6,8,1,30.4,8,1
2010/9/8,26.6,8,1,33.3,8,1,29.2,8,1
2010/9/9,24.4,8,1,33.3,8,1,27.9,8,1
2010/9/10,23.5,8,1,33.9,8,1,28.6,8,1
2010/9/11,26.7,8,1,35.3,8,1,30.3,8,1
2010/9/12,28.2,8,1,35.2,8,1,30.9,8,1
2010/9/13,26.1,8,1,32.3,8,1,28.6,8,1
2010/9/14,23.9,8,1,30.7,8,1,26.2,8,1
2010/9/15,22.4,8,1,29.4,8,1,24.8,8,1
2010/9/16,21.5,8,1,28.5,8,1,24.1,8,1
2010/9/17,20.8,8,1,30.7,8,1,25.5,8,1
2010/9/18,21.2,8,1,31.6,8,1,26.2,8,1
2010/9/19,23.6,8,1,31.9,8,1,27.3,8,1
2010/9/20,23.8,8,1,29.8,8,1,26.7,8,1
2010/9/21,26.0,8,1,32.1,8,1,28.8,8,1
2010/9/22,27.1,8,1,33.3,8,1,29.4,8,1
2010/9/23,19.4,8,1,27.8,8,1,22.2,8,1
2010/9/24,18.8,8,1,22.6,8,1,20.8,8,1
2010/9/25,19.5,8,1,26.8,8,1,22.2,8,1
2010/9/26,16.6,8,1,27.4,8,1,21.8,8,1
2010/9/27,19.1,8,1,26.6,8,1,21.6,8,1
2010/9/28,19.2,8,1,27.3,8,1,22.7,8,1
2010/9/29,17.7,8,1,25.4,8,1,21.4,8,1
2010/9/30,17.0,8,1,20.4,8,1,17.9,8,1
2010/10/1,17.4,8,1,27.5,8,1,21.8,8,1
2010/10/2,19.3,8,1,28.8,8,1,23.7,8,1
2010/10/3,20.4,8,1,26.8,8,1,22.1,8,1
2010/10/4,19.3,8,1,24.6,8,1,21.5,8,1
2010/10/5,18.0,8,1,25.3,8,1,21.0,8,1
2010/10/6,16.4,8,1,26.3,8,1,20.6,8,1
2010/10/7,16.0,8,1,28.0,8,1,21.9,8,1
2010/10/8,18.8,8,1,28.5,8,1,22.2,8,1
2010/10/9,18.4,8,1,20.4,8,1,19.4,8,1
2010/10/10,19.4,8,1,26.9,8,1,22.2,8,1
2010/10/11,18.9,8,1,27.0,8,1,22.6,8,1
2010/10/12,19.3,8,1,27.8,8,1,23.1,8,1
2010/10/13,19.2,8,1,27.2,8,1,22.7,8,1
2010/10/14,18.0,8,1,25.4,8,1,21.8,8,1
2010/10/15,19.6,8,1,25.7,8,1,21.7,8,1
2010/10/16,17.5,8,1,23.8,8,1,20.0,8,1
2010/10/17,16.2,8,1,23.7,8,1,19.3,8,1
2010/10/18,15.0,8,1,25.9,8,1,19.7,8,1
2010/10/19,17.2,8,1,25.5,8,1,20.6,8,1
2010/10/20,19.9,8,1,22.8,8,1,21.0,8,1
2010/10/21,19.3,8,1,22.1,8,1,20.4,8,1
2010/10/22,18.0,8,1,22.8,8,1,19.8,8,1
2010/10/23,16.4,8,1,24.4,8,1,19.8,8,1
2010/10/24,16.4,8,1,23.0,8,1,18.9,8,1
2010/10/25,17.3,8,1,21.4,8,1,19.1,8,1
2010/10/26,10.9,8,1,19.1,8,1,15.7,8,1
2010/10/27,9.0,8,1,16.4,8,1,12.4,8,1
2010/10/28,11.3,8,1,14.9,8,1,13.2,8,1
2010/10/29,14.3,8,1,19.9,8,1,16.3,8,1
2010/10/30,14.5,8,1,18.9,8,1,16.7,8,1
2010/10/31,14.4,8,1,18.7,8,1,16.2,8,1
2010/11/1,14.0,8,1,19.1,8,1,16.2,8,1
2010/11/2,11.5,8,1,18.9,8,1,15.4,8,1
2010/11/3,11.0,8,1,18.4,8,1,14.0,8,1
2010/11/4,8.4,8,1,19.1,8,1,13.3,8,1
2010/11/5,8.4,8,1,19.3,8,1,13.8,8,1
2010/11/6,9.8,8,1,20.4,8,1,14.9,8,1
2010/11/7,11.6,8,1,19.7,8,1,15.4,8,1
2010/11/8,13.8,8,1,21.1,8,1,17.4,8,1
2010/11/9,11.5,8,1,17.7,8,1,14.1,8,1
2010/11/10,10.0,8,1,16.9,8,1,13.0,8,1
2010/11/11,6.8,8,1,16.9,8,1,11.9,8,1
2010/11/12,10.5,8,1,20.1,8,1,14.6,8,1
2010/11/13,11.8,8,1,16.9,8,1,14.6,8,1
2010/11/14,14.2,8,1,19.9,8,1,16.4,8,1
2010/11/15,8.8,8,1,15.7,8,1,13.3,8,1
2010/11/16,7.2,8,1,14.6,8,1,10.4,8,1
2010/11/17,8.1,8,1,15.5,8,1,11.0,8,1
2010/11/18,8.3,8,1,14.5,8,1,10.9,8,1
2010/11/19,5.9,8,1,16.9,8,1,11.2,8,1
2010/11/20,9.9,8,1,18.1,8,1,13.6,8,1
2010/11/21,9.8,8,1,20.1,8,1,14.7,8,1
2010/11/22,13.3,8,1,16.3,8,1,14.6,8,1
2010/11/23,10.1,8,1,14.9,8,1,12.5,8,1
2010/11/24,8.8,8,1,13.9,8,1,11.2,8,1
2010/11/25,6.8,8,1,15.2,8,1,11.4,8,1
2010/11/26,8.7,8,1,16.7,8,1,12.3,8,1
2010/11/27,8.6,8,1,15.0,8,1,11.3,8,1
2010/11/28,7.4,8,1,15.4,8,1,11.3,8,1
2010/11/29,5.4,8,1,14.1,8,1,10.4,8,1
2010/11/30,5.8,8,1,14.4,8,1,10.6,8,1
2010/12/1,9.0,8,1,18.2,8,1,12.7,8,1
2010/12/2,9.2,8,1,21.5,8,1,15.0,8,1
2010/12/3,9.8,8,1,19.0,8,1,14.3,8,1
2010/12/4,7.8,8,1,13.5,8,1,10.5,8,1
2010/12/5,5.6,8,1,15.9,8,1,10.1,8,1
2010/12/6,6.5,8,1,17.7,8,1,12.1,8,1
2010/12/7,8.4,8,1,13.2,8,1,11.0,8,1
2010/12/8,7.3,8,1,13.3,8,1,9.6,8,1
2010/12/9,5.9,8,1,12.0,8,1,8.8,8,1
2010/12/10,5.1,8,1,12.3,8,1,8.4,8,1
2010/12/11,6.4,8,1,13.7,8,1,10.1,8,1
2010/12/12,6.2,8,1,13.0,8,1,9.4,8,1
2010/12/13,8.1,8,1,12.5,8,1,10.1,8,1
2010/12/14,11.5,8,1,15.7,8,1,13.5,8,1
2010/12/15,3.9,8,1,11.6,8,1,7.5,8,1
2010/12/16,3.1,8,1,6.8,8,1,5.1,8,1
2010/12/17,0.8,8,1,9.2,8,1,5.6,8,1
2010/12/18,5.3,8,1,12.5,8,1,8.6,8,1
2010/12/19,3.0,8,1,12.8,8,1,7.6,8,1
2010/12/20,6.7,8,1,16.4,8,1,10.4,8,1
2010/12/21,5.2,8,1,13.7,8,1,9.6,8,1
2010/12/22,10.5,8,1,15.0,8,1,12.2,8,1
2010/12/23,10.2,8,1,14.1,8,1,11.5,8,1
2010/12/24,3.8,8,1,11.5,8,1,8.3,8,1
2010/12/25,2.4,8,1,5.0,8,1,3.3,8,1
2010/12/26,2.2,8,1,6.6,8,1,4.5,8,1
2010/12/27,2.0,8,1,8.9,8,1,5.6,8,1
2010/12/28,3.3,8,1,14.9,8,1,8.5,8,1
2010/12/29,4.7,8,1,9.1,8,1,6.4,8,1
2010/12/30,2.6,8,1,7.5,8,1,5.0,8,1
2010/12/31,2.2,8,1,4.5,8,1,3.1,8,1
2011/1/1,2.0,8,1,6.9,8,1,4.0,8,1
2011/1/2,2.4,8,1,9.9,8,1,5.7,8,1
2011/1/3,0.4,8,1,9.1,8,1,4.5,8,1
2011/1/4,2.6,8,1,10.6,8,1,5.9,8,1
2011/1/5,1.0,8,1,8.9,8,1,5.9,8,1
2011/1/6,3.2,8,1,8.2,8,1,5.4,8,1
2011/1/7,1.2,8,1,6.6,8,1,3.5,8,1
2011/1/8,-0.3,8,1,9.1,8,1,4.4,8,1
2011/1/9,3.1,8,1,9.8,8,1,6.4,8,1
2011/1/10,1.5,8,1,6.0,8,1,3.1,8,1
2011/1/11,-1.0,8,1,7.8,8,1,3.7,8,1
2011/1/12,3.3,8,1,9.1,8,1,5.5,8,1
2011/1/13,0.5,8,1,8.3,8,1,4.5,8,1
2011/1/14,0.9,8,1,8.6,8,1,5.2,8,1
2011/1/15,-0.9,8,1,7.0,8,1,4.5,8,1
2011/1/16,-2.2,8,1,4.6,8,1,0.5,8,1
2011/1/17,-1.3,8,1,8.1,8,1,3.4,8,1
2011/1/18,2.5,8,1,8.8,8,1,5.3,8,1
2011/1/19,2.5,8,1,8.4,8,1,5.3,8,1
2011/1/20,2.2,8,1,7.7,8,1,4.6,8,1
2011/1/21,1.0,8,1,8.1,8,1,4.4,8,1
2011/1/22,1.4,8,1,9.6,8,1,5.6,8,1
2011/1/23,2.3,8,1,8.9,8,1,5.5,8,1
2011/1/24,1.8,8,1,8.9,8,1,5.1,8,1
2011/1/25,2.6,8,1,8.7,8,1,5.0,8,1
2011/1/26,1.7,8,1,8.4,8,1,4.6,8,1
2011/1/27,0.2,8,1,7.9,8,1,3.7,8,1
2011/1/28,1.4,8,1,7.8,8,1,3.7,8,1
2011/1/29,0.0,8,1,7.9,8,1,3.6,8,1
2011/1/30,-1.3,8,1,5.1,8,1,1.1,8,1
2011/1/31,-2.7,8,1,5.4,8,1,1.6,8,1
2011/2/1,-0.1,8,1,8.8,8,1,5.1,8,1
2011/2/2,2.7,8,1,11.5,8,1,6.6,8,1
2011/2/3,1.1,8,1,12.2,8,1,6.5,8,1
2011/2/4,2.5,8,1,12.8,8,1,7.6,8,1
2011/2/5,2.7,8,1,11.6,8,1,7.3,8,1
2011/2/6,2.5,8,1,14.0,8,1,8.2,8,1
2011/2/7,5.0,8,1,12.3,8,1,8.0,8,1
2011/2/8,2.8,8,1,12.1,8,1,6.9,8,1
2011/2/9,5.1,8,1,10.0,8,1,6.7,8,1
2011/2/10,1.5,8,1,8.8,8,1,5.0,8,1
2011/2/11,0.0,8,1,4.1,8,1,1.8,8,1
2011/2/12,0.3,8,1,6.4,8,1,3.3,8,1
2011/2/13,1.4,8,1,6.4,8,1,3.3,8,1
2011/2/14,0.4,8,1,5.0,8,1,1.8,8,1
2011/2/15,1.9,8,1,7.9,8,1,4.4,8,1
2011/2/16,-0.7,8,1,12.5,8,1,5.3,8,1
2011/2/17,5.1,8,1,15.6,8,1,10.1,8,1
2011/2/18,4.9,8,1,11.1,8,1,8.2,8,1
2011/2/19,2.8,8,1,11.5,8,1,6.9,8,1
2011/2/20,3.0,8,1,12.9,8,1,7.4,8,1
2011/2/21,3.7,8,1,14.1,8,1,8.1,8,1
2011/2/22,3.5,8,1,16.2,8,1,9.3,8,1
2011/2/23,5.8,8,1,17.3,8,1,11.4,8,1
2011/2/24,9.6,8,1,17.1,8,1,13.2,8,1
2011/2/25,7.6,8,1,17.8,8,1,12.8,8,1
2011/2/26,4.6,8,1,13.3,8,1,8.2,8,1
2011/2/27,5.5,5,1,17.8,5,1,12.0,8,1
2011/2/28,8.3,8,1,13.1,8,1,11.0,8,1
2011/3/1,7.3,8,1,9.1,8,1,8.0,8,1
2011/3/2,3.8,8,1,11.6,8,1,7.4,8,1
2011/3/3,1.7,8,1,7.2,8,1,3.7,8,1
2011/3/4,1.4,8,1,8.8,8,1,4.1,8,1
2011/3/5,3.1,8,1,11.1,8,1,6.6,8,1
2011/3/6,3.8,8,1,11.6,8,1,7.5,8,1
2011/3/7,4.7,8,1,10.8,8,1,7.2,8,1
2011/3/8,4.3,8,1,11.1,8,1,7.1,8,1
2011/3/9,3.0,8,1,11.8,8,1,6.6,8,1
2011/3/10,2.0,8,1,8.7,8,1,5.1,8,1
2011/3/11,2.5,8,1,10.1,8,1,6.0,8,1
2011/3/12,2.7,8,1,12.1,8,1,7.9,8,1
2011/3/13,5.1,8,1,17.6,8,1,11.3,8,1
2011/3/14,8.9,8,1,20.8,8,1,14.1,8,1
2011/3/15,8.7,8,1,17.6,8,1,13.8,8,1
2011/3/16,2.1,8,1,9.1,8,1,6.0,8,1
2011/3/17,0.9,8,1,7.0,8,1,3.2,8,1
2011/3/18,1.9,8,1,10.1,8,1,5.8,8,1
2011/3/19,5.9,8,1,17.3,8,1,11.3,8,1
2011/3/20,8.9,8,1,17.9,8,1,13.3,8,1
2011/3/21,8.9,8,1,13.8,8,1,11.7,8,1
2011/3/22,5.8,8,1,14.6,8,1,10.2,8,1
2011/3/23,3.8,8,1,12.0,8,1,6.8,8,1
2011/3/24,3.3,8,1,10.1,4,1,6.7,5,1
2011/3/25,2.8,8,1,13.2,8,1,7.4,8,1
2011/3/26,3.8,8,1,10.5,8,1,6.2,8,1
2011/3/27,2.2,8,1,11.4,8,1,6.3,8,1
2011/3/28,2.2,8,1,14.6,8,1,8.3,8,1
2011/3/29,4.5,8,1,15.9,8,1,10.2,8,1
2011/3/30,6.4,8,1,14.7,8,1,10.6,8,1
2011/3/31,7.6,8,1,16.7,8,1,11.9,8,1
2011/4/1,6.3,8,1,19.5,8,1,13.2,8,1
2011/4/2,7.2,8,1,19.0,8,1,13.2,8,1
2011/4/3,5.8,8,1,11.4,8,1,7.6,8,1
2011/4/4,4.6,8,1,15.5,8,1,8.9,8,1
2011/4/5,5.0,8,1,17.9,8,1,10.9,8,1
2011/4/6,6.2,8,1,19.6,8,1,13.1,8,1
2011/4/7,11.1,8,1,21.9,8,1,16.7,8,1
2011/4/8,14.2,8,1,19.1,8,1,15.7,8,1
2011/4/9,12.6,8,1,18.8,8,1,14.8,8,1
2011/4/10,9.4,8,1,19.5,8,1,14.8,8,1
2011/4/11,7.6,8,1,19.1,8,1,12.6,8,1
2011/4/12,7.3,8,1,15.2,8,1,11.3,8,1
2011/4/13,7.6,8,1,20.4,8,1,14.5,8,1
2011/4/14,10.3,8,1,22.0,8,1,16.3,8,1
2011/4/15,13.6,8,1,20.3,8,1,16.7,8,1
2011/4/16,8.2,8,1,18.9,8,1,14.5,8,1
2011/4/17,6.4,8,1,19.6,8,1,12.8,8,1
2011/4/18,10.1,8,1,22.4,8,1,14.5,8,1
2011/4/19,9.1,8,1,15.8,8,1,11.3,8,1
2011/4/20,8.4,8,1,13.7,8,1,10.6,8,1
2011/4/21,6.2,8,1,20.6,8,1,13.5,8,1
2011/4/22,12.1,8,1,15.7,8,1,13.8,8,1
2011/4/23,10.1,8,1,15.3,8,1,13.2,8,1
2011/4/24,9.0,8,1,18.3,8,1,13.3,8,1
2011/4/25,8.8,8,1,18.0,8,1,13.3,8,1
2011/4/26,10.3,8,1,24.2,8,1,17.4,8,1
2011/4/27,13.3,8,1,24.6,8,1,19.9,8,1
2011/4/28,10.8,8,1,18.9,8,1,13.7,8,1
2011/4/29,9.6,8,1,18.9,8,1,14.4,8,1
2011/4/30,11.3,8,1,25.0,8,1,18.2,8,1
2011/5/1,14.7,8,1,19.3,8,1,17.1,8,1
2011/5/2,13.8,8,1,23.1,8,1,18.3,8,1
2011/5/3,13.6,8,1,20.4,8,1,16.9,8,1
2011/5/4,13.3,8,1,23.0,8,1,17.6,8,1
2011/5/5,12.2,8,1,23.7,8,1,17.3,8,1
2011/5/6,13.4,8,1,24.9,8,1,18.7,8,1
2011/5/7,17.4,8,1,27.0,8,1,20.8,8,1
2011/5/8,18.2,8,1,26.2,8,1,21.5,8,1
2011/5/9,16.2,8,1,27.1,8,1,21.1,8,1
2011/5/10,20.1,8,1,25.5,8,1,21.9,8,1
2011/5/11,19.0,8,1,23.0,8,1,21.1,8,1
2011/5/12,18.8,8,1,22.8,8,1,20.5,8,1
2011/5/13,17.9,8,1,22.8,8,1,20.0,8,1
2011/5/14,16.9,8,1,24.1,8,1,20.1,8,1
2011/5/15,14.1,8,1,24.8,8,1,20.3,8,1
2011/5/16,16.3,8,1,25.6,8,1,21.0,8,1
2011/5/17,16.0,8,1,25.1,8,1,20.0,8,1
2011/5/18,13.8,8,1,25.4,8,1,20.0,8,1
2011/5/19,15.4,8,1,26.3,8,1,21.1,8,1
2011/5/20,17.8,8,1,26.6,8,1,21.9,8,1
2011/5/21,18.7,8,1,27.8,8,1,23.2,8,1
2011/5/22,16.3,8,1,24.2,8,1,20.2,8,1
2011/5/23,13.7,8,1,16.7,8,1,15.2,8,1
2011/5/24,13.8,8,1,23.1,8,1,17.7,8,1
2011/5/25,15.1,8,1,26.7,8,1,20.4,8,1
2011/5/26,16.8,8,1,24.9,8,1,20.4,8,1
2011/5/27,16.6,8,1,20.8,8,1,18.2,8,1
2011/5/28,16.8,8,1,19.7,8,1,18.6,8,1
2011/5/29,16.6,8,1,20.1,8,1,18.7,8,1
2011/5/30,16.0,8,1,21.3,8,1,18.0,8,1
2011/5/31,15.1,8,1,23.0,8,1,19.0,8,1
2011/6/1,16.2,8,1,20.0,8,1,17.6,8,1
2011/6/2,16.4,8,1,24.1,8,1,19.6,8,1
2011/6/3,18.8,8,1,26.7,8,1,22.2,8,1
2011/6/4,20.0,8,1,27.9,8,1,23.3,8,1
2011/6/5,20.0,8,1,25.0,8,1,22.1,8,1
2011/6/6,18.6,8,1,27.6,8,1,23.1,8,1
2011/6/7,20.1,8,1,24.8,8,1,22.2,8,1
2011/6/8,17.7,8,1,27.2,8,1,22.0,8,1
2011/6/9,21.0,8,1,27.3,8,1,23.4,8,1
2011/6/10,21.0,8,1,25.3,8,1,23.1,8,1
2011/6/11,20.7,8,1,24.5,8,1,22.4,8,1
2011/6/12,18.5,8,1,24.9,8,1,21.0,8,1
2011/6/13,18.1,8,1,25.2,8,1,21.7,8,1
2011/6/14,20.3,8,1,27.9,8,1,23.2,8,1
2011/6/15,18.6,8,1,27.3,8,1,22.7,8,1
2011/6/16,18.0,8,1,21.9,8,1,19.8,8,1
2011/6/17,18.0,8,1,26.2,8,1,22.2,8,1
2011/6/18,20.9,8,1,23.7,8,1,21.8,8,1
2011/6/19,20.5,8,1,25.9,8,1,22.7,8,1
2011/6/20,20.5,8,1,24.9,8,1,22.1,8,1
2011/6/21,21.5,8,1,29.4,8,1,25.1,8,1
2011/6/22,23.1,8,1,31.2,8,1,26.5,8,1
2011/6/23,24.6,8,1,33.4,8,1,28.1,8,1
2011/6/24,25.4,8,1,33.0,8,1,29.0,8,1
2011/6/25,25.6,8,1,33.6,8,1,28.8,8,1
2011/6/26,25.6,8,1,34.8,8,1,29.8,8,1
2011/6/27,27.7,8,1,33.0,8,1,30.3,8,1
2011/6/28,26.7,8,1,34.8,8,1,29.6,8,1
2011/6/29,26.0,8,1,35.4,8,1,30.2,8,1
2011/6/30,26.5,8,1,34.0,8,1,29.8,8,1
2011/7/1,24.8,8,1,28.5,8,1,26.2,8,1
2011/7/2,24.9,8,1,30.3,8,1,27.1,8,1
2011/7/3,25.4,8,1,31.5,8,1,27.8,8,1
2011/7/4,23.6,8,1,32.7,8,1,27.8,8,1
2011/7/5,23.8,8,1,31.0,8,1,27.1,8,1
2011/7/6,23.7,8,1,32.5,8,1,26.7,8,1
2011/7/7,23.3,8,1,26.2,8,1,24.9,8,1
2011/7/8,24.7,8,1,33.7,8,1,28.6,8,1
2011/7/9,27.0,8,1,33.7,8,1,29.7,8,1
2011/7/10,26.5,8,1,35.2,8,1,30.0,8,1
2011/7/11,25.7,8,1,33.3,8,1,29.0,8,1
2011/7/12,24.6,8,1,30.7,8,1,26.7,8,1
2011/7/13,23.6,8,1,32.2,8,1,27.9,8,1
2011/7/14,26.3,8,1,32.9,8,1,28.8,8,1
2011/7/15,26.1,8,1,33.8,8,1,29.5,8,1
2011/7/16,26.1,8,1,34.9,8,1,29.7,8,1
2011/7/17,25.6,8,1,35.0,8,1,30.3,8,1
2011/7/18,25.4,8,1,29.2,8,1,26.7,8,1
2011/7/19,23.5,8,1,28.2,8,1,26.2,8,1
2011/7/20,26.8,8,1,30.9,8,1,28.4,8,1
2011/7/21,24.9,8,1,28.6,8,1,26.8,8,1
2011/7/22,23.4,8,1,27.5,8,1,25.1,8,1
2011/7/23,24.1,8,1,31.7,8,1,27.1,8,1
2011/7/24,22.7,8,1,32.0,8,1,26.9,8,1
2011/7/25,25.2,8,1,31.6,8,1,27.6,8,1
2011/7/26,23.9,8,1,32.2,8,1,27.8,8,1
2011/7/27,27.1,8,1,32.7,8,1,28.8,8,1
2011/7/28,25.7,8,1,33.0,8,1,28.4,8,1
2011/7/29,25.5,8,1,33.5,8,1,28.7,8,1
2011/7/30,25.0,8,1,31.2,8,1,28.3,8,1
2011/7/31,25.3,8,1,33.3,8,1,28.4,8,1
2011/8/1,23.5,8,1,31.7,8,1,27.5,8,1
2011/8/2,24.4,8,1,32.1,8,1,27.5,8,1
2011/8/3,24.6,8,1,33.5,8,1,28.5,8,1
2011/8/4,24.8,8,1,34.3,8,1,29.3,8,1
2011/8/5,24.9,8,1,31.2,8,1,27.2,8,1
2011/8/6,25.1,8,1,32.9,8,1,28.7,8,1
2011/8/7,26.4,8,1,33.6,8,1,29.5,8,1
2011/8/8,27.3,8,1,34.0,8,1,29.9,8,1
2011/8/9,27.0,8,1,35.6,8,1,30.8,8,1
2011/8/10,27.5,8,1,35.6,8,1,30.8,8,1
2011/8/11,28.1,8,1,34.4,8,1,30.6,8,1
2011/8/12,27.7,8,1,34.5,8,1,30.6,8,1
2011/8/13,27.6,8,1,36.2,8,1,31.1,8,1
2011/8/14,28.3,8,1,34.4,8,1,30.5,8,1
2011/8/15,28.0,8,1,33.8,8,1,30.1,8,1
2011/8/16,28.4,8,1,33.9,8,1,30.4,8,1
2011/8/17,28.6,8,1,34.4,8,1,30.9,8,1
2011/8/18,28.5,8,1,35.1,8,1,30.8,8,1
2011/8/19,24.8,8,1,31.5,8,1,28.0,8,1
2011/8/20,23.5,8,1,29.5,8,1,25.4,8,1
2011/8/21,22.6,8,1,26.7,8,1,24.4,8,1
2011/8/22,23.3,8,1,31.8,8,1,27.0,8,1
2011/8/23,25.0,8,1,33.3,8,1,28.4,8,1
2011/8/24,25.8,8,1,34.6,8,1,29.5,8,1
2011/8/25,25.2,8,1,32.6,8,1,28.3,8,1
2011/8/26,25.6,8,1,33.7,8,1,29.1,8,1
2011/8/27,23.6,8,1,34.6,8,1,27.1,8,1
2011/8/28,24.0,8,1,34.1,8,1,28.7,8,1
2011/8/29,25.2,8,1,34.3,8,1,29.1,8,1
2011/8/30,25.4,8,1,34.1,8,1,29.4,8,1
2011/8/31,25.7,8,1,32.9,8,1,28.3,8,1
2011/9/1,25.1,8,1,29.9,8,1,27.2,8,1
2011/9/2,25.3,8,1,28.4,8,1,27.2,8,1
