ダウンロードした時刻：2018/11/10 20:43:21

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2008/4/17,14.2,8,1,17.5,8,1,15.4,8,1
2008/4/18,14.0,8,1,16.9,8,1,15.1,8,1
2008/4/19,13.5,8,1,18.0,8,1,15.1,8,1
2008/4/20,13.1,8,1,21.9,8,1,16.1,8,1
2008/4/21,11.6,8,1,23.9,8,1,17.3,8,1
2008/4/22,12.6,8,1,24.6,8,1,18.6,8,1
2008/4/23,15.0,8,1,25.0,8,1,20.2,8,1
2008/4/24,11.3,8,1,19.2,8,1,15.1,8,1
2008/4/25,10.2,8,1,20.1,8,1,14.3,8,1
2008/4/26,9.2,8,1,22.9,8,1,16.7,8,1
2008/4/27,13.5,8,1,20.1,8,1,16.6,8,1
2008/4/28,12.6,8,1,20.7,8,1,16.4,8,1
2008/4/29,12.0,8,1,24.6,8,1,18.7,8,1
2008/4/30,15.8,8,1,26.5,8,1,20.8,8,1
2008/5/1,17.6,8,1,23.8,8,1,20.2,8,1
2008/5/2,17.4,8,1,24.2,8,1,20.1,8,1
2008/5/3,16.1,8,1,28.9,8,1,22.5,8,1
2008/5/4,16.8,8,1,27.5,8,1,21.5,8,1
2008/5/5,14.5,8,1,23.4,8,1,20.2,8,1
2008/5/6,11.9,8,1,25.1,8,1,18.7,8,1
2008/5/7,15.0,8,1,26.5,8,1,20.9,8,1
2008/5/8,16.8,8,1,27.3,8,1,22.4,8,1
2008/5/9,15.3,8,1,23.2,8,1,19.1,8,1
2008/5/10,10.8,8,1,15.7,8,1,12.3,8,1
2008/5/11,11.0,8,1,19.3,8,1,14.0,8,1
2008/5/12,10.3,8,1,21.2,8,1,15.6,8,1
2008/5/13,14.4,8,1,24.1,8,1,17.2,8,1
2008/5/14,13.8,8,1,21.2,8,1,16.9,8,1
2008/5/15,11.6,8,1,23.6,8,1,18.0,8,1
2008/5/16,13.9,8,1,26.3,8,1,20.2,8,1
2008/5/17,17.6,8,1,26.1,8,1,21.3,8,1
2008/5/18,15.4,8,1,27.6,8,1,20.9,8,1
2008/5/19,17.3,8,1,24.2,8,1,20.4,8,1
2008/5/20,15.4,8,1,22.3,8,1,18.9,8,1
2008/5/21,13.7,8,1,25.8,8,1,19.7,8,1
2008/5/22,16.6,8,1,26.5,8,1,21.7,8,1
2008/5/23,18.8,8,1,28.4,8,1,23.3,8,1
2008/5/24,17.6,8,1,22.8,8,1,20.2,8,1
2008/5/25,17.6,8,1,25.4,8,1,20.9,8,1
2008/5/26,19.3,8,1,28.8,8,1,23.6,8,1
2008/5/27,16.6,8,1,29.6,8,1,22.9,8,1
2008/5/28,17.3,8,1,28.6,8,1,22.5,8,1
2008/5/29,16.9,8,1,25.3,8,1,20.2,8,1
2008/5/30,19.9,8,1,26.2,8,1,22.4,8,1
2008/5/31,18.2,8,1,21.6,8,1,20.0,8,1
2008/6/1,15.8,8,1,28.3,8,1,21.9,8,1
2008/6/2,15.8,8,1,21.5,8,1,18.9,8,1
2008/6/3,15.8,8,1,22.3,8,1,18.7,8,1
2008/6/4,18.1,8,1,26.7,8,1,21.9,8,1
2008/6/5,18.3,8,1,24.5,8,1,20.3,8,1
2008/6/6,18.1,8,1,25.8,8,1,21.7,8,1
2008/6/7,18.1,8,1,26.1,8,1,22.4,8,1
2008/6/8,19.8,8,1,28.6,8,1,23.6,8,1
2008/6/9,20.1,8,1,27.0,8,1,23.0,8,1
2008/6/10,18.0,8,1,28.9,8,1,23.6,8,1
2008/6/11,19.7,8,1,27.3,8,1,23.7,8,1
2008/6/12,17.9,8,1,28.3,8,1,22.0,8,1
2008/6/13,17.3,8,1,29.9,8,1,24.0,8,1
2008/6/14,18.9,8,1,29.5,8,1,23.6,8,1
2008/6/15,17.7,8,1,24.2,8,1,20.6,8,1
2008/6/16,18.7,8,1,29.7,8,1,23.3,8,1
2008/6/17,20.0,8,1,30.4,8,1,24.7,8,1
2008/6/18,21.2,8,1,28.6,8,1,24.3,8,1
2008/6/19,22.6,8,1,27.8,8,1,24.6,8,1
2008/6/20,22.8,8,1,29.7,8,1,25.0,8,1
2008/6/21,22.2,8,1,30.0,8,1,25.4,8,1
2008/6/22,20.4,8,1,27.5,8,1,23.8,8,1
2008/6/23,20.2,8,1,22.5,8,1,21.4,8,1
2008/6/24,18.7,8,1,28.0,8,1,23.1,8,1
2008/6/25,20.9,8,1,28.1,8,1,24.5,8,1
2008/6/26,21.7,8,1,27.9,8,1,24.3,8,1
2008/6/27,21.2,8,1,29.1,8,1,24.7,8,1
2008/6/28,22.6,8,1,27.3,8,1,24.4,8,1
2008/6/29,21.6,8,1,27.6,8,1,24.5,8,1
2008/6/30,21.1,8,1,27.8,8,1,24.0,8,1
2008/7/1,20.5,8,1,29.3,8,1,24.1,8,1
2008/7/2,22.3,8,1,30.9,8,1,26.0,8,1
2008/7/3,24.1,8,1,33.9,8,1,28.4,8,1
2008/7/4,25.7,8,1,32.8,8,1,28.7,8,1
2008/7/5,25.6,8,1,32.1,8,1,28.1,8,1
2008/7/6,25.7,8,1,33.8,8,1,29.1,8,1
2008/7/7,25.8,8,1,32.6,8,1,28.3,8,1
2008/7/8,24.3,8,1,29.0,8,1,26.2,8,1
2008/7/9,23.9,8,1,30.7,8,1,25.7,8,1
2008/7/10,23.6,8,1,30.6,8,1,26.4,8,1
2008/7/11,24.9,8,1,31.5,8,1,27.3,8,1
2008/7/12,25.0,8,1,33.7,8,1,28.8,8,1
2008/7/13,26.2,8,1,33.9,8,1,29.1,8,1
2008/7/14,26.6,8,1,33.8,8,1,29.3,8,1
2008/7/15,26.2,8,1,34.5,8,1,29.5,8,1
2008/7/16,26.7,8,1,32.0,8,1,28.5,8,1
2008/7/17,25.6,8,1,33.6,8,1,29.6,8,1
2008/7/18,25.1,8,1,32.5,8,1,28.2,8,1
2008/7/19,25.4,8,1,34.6,8,1,29.9,8,1
2008/7/20,26.9,8,1,36.2,8,1,31.0,8,1
2008/7/21,27.5,8,1,34.1,8,1,30.2,8,1
2008/7/22,27.3,8,1,34.4,8,1,30.1,8,1
2008/7/23,27.7,8,1,34.6,8,1,30.2,8,1
2008/7/24,27.3,8,1,35.5,8,1,30.7,8,1
2008/7/25,27.6,8,1,36.3,8,1,30.8,8,1
2008/7/26,27.7,8,1,35.6,8,1,30.8,8,1
2008/7/27,29.0,8,1,36.0,8,1,31.3,8,1
2008/7/28,22.5,8,1,34.5,8,1,27.8,8,1
2008/7/29,24.9,8,1,30.1,8,1,27.2,8,1
2008/7/30,26.0,8,1,33.9,8,1,29.6,8,1
2008/7/31,25.1,8,1,34.2,8,1,28.9,8,1
2008/8/1,26.7,8,1,34.3,8,1,29.8,8,1
2008/8/2,27.3,8,1,34.4,8,1,30.1,8,1
2008/8/3,28.0,8,1,35.0,8,1,30.7,8,1
2008/8/4,28.3,8,1,35.5,8,1,30.8,8,1
2008/8/5,25.9,8,1,36.4,8,1,29.9,8,1
2008/8/6,24.5,8,1,35.5,8,1,28.8,8,1
2008/8/7,26.2,8,1,34.5,8,1,29.5,8,1
2008/8/8,27.6,8,1,34.6,8,1,30.0,8,1
2008/8/9,26.0,8,1,35.2,8,1,29.8,8,1
2008/8/10,25.1,8,1,35.3,8,1,29.7,8,1
2008/8/11,27.4,8,1,34.9,8,1,30.3,8,1
2008/8/12,27.4,8,1,34.8,8,1,30.5,8,1
2008/8/13,27.7,8,1,35.1,8,1,30.8,8,1
2008/8/14,28.3,8,1,34.2,8,1,30.2,8,1
2008/8/15,28.3,8,1,35.7,8,1,30.6,8,1
2008/8/16,27.1,8,1,33.9,8,1,30.0,8,1
2008/8/17,25.0,8,1,32.2,8,1,28.1,8,1
2008/8/18,24.1,8,1,33.7,8,1,28.5,8,1
2008/8/19,27.7,8,1,34.4,8,1,30.2,8,1
2008/8/20,26.0,8,1,32.1,8,1,28.7,8,1
2008/8/21,22.5,8,1,29.2,8,1,25.6,8,1
2008/8/22,20.2,8,1,31.5,8,1,25.8,8,1
2008/8/23,22.6,8,1,26.9,8,1,24.4,8,1
2008/8/24,22.8,8,1,30.0,8,1,25.5,8,1
2008/8/25,21.3,8,1,29.0,8,1,23.8,8,1
2008/8/26,22.3,8,1,29.3,8,1,25.5,8,1
2008/8/27,25.0,8,1,29.3,8,1,26.7,8,1
2008/8/28,25.2,8,1,29.2,8,1,26.5,8,1
2008/8/29,23.4,8,1,30.1,8,1,26.3,8,1
2008/8/30,22.9,8,1,26.5,8,1,24.3,8,1
2008/8/31,23.9,8,1,33.7,8,1,27.7,8,1
2008/9/1,24.9,8,1,32.8,8,1,27.7,8,1
2008/9/2,24.8,8,1,33.2,8,1,27.6,8,1
2008/9/3,24.4,8,1,30.5,8,1,26.1,8,1
2008/9/4,23.7,8,1,31.0,8,1,26.4,8,1
2008/9/5,24.5,8,1,33.0,8,1,26.6,8,1
2008/9/6,23.9,8,1,32.7,8,1,27.6,8,1
2008/9/7,24.7,8,1,32.9,8,1,27.3,8,1
2008/9/8,23.4,8,1,30.7,8,1,26.0,8,1
2008/9/9,21.1,8,1,30.6,8,1,25.6,8,1
2008/9/10,21.2,8,1,31.8,8,1,26.0,8,1
2008/9/11,22.8,8,1,31.9,8,1,27.0,8,1
2008/9/12,22.6,8,1,32.1,8,1,27.1,8,1
2008/9/13,22.0,8,1,30.8,8,1,26.6,8,1
2008/9/14,23.8,8,1,32.6,8,1,27.3,8,1
2008/9/15,21.9,8,1,25.6,8,1,23.7,8,1
2008/9/16,20.3,8,1,29.3,8,1,23.9,8,1
2008/9/17,21.5,8,1,30.8,8,1,25.5,8,1
2008/9/18,22.1,8,1,27.8,8,1,24.7,8,1
2008/9/19,23.0,8,1,26.1,8,1,24.5,8,1
2008/9/20,23.1,8,1,31.5,8,1,26.9,8,1
2008/9/21,20.4,8,1,28.3,8,1,24.0,8,1
2008/9/22,20.5,8,1,28.5,8,1,23.8,8,1
2008/9/23,18.8,8,1,28.9,8,1,24.4,8,1
2008/9/24,19.4,8,1,28.0,8,1,23.4,8,1
2008/9/25,18.1,8,1,25.6,8,1,22.7,8,1
2008/9/26,18.7,8,1,26.3,8,1,23.4,8,1
2008/9/27,16.8,8,1,23.7,8,1,19.4,8,1
2008/9/28,16.0,8,1,19.8,8,1,17.9,8,1
2008/9/29,14.2,8,1,17.2,8,1,15.5,8,1
2008/9/30,15.4,8,1,19.0,8,1,17.6,8,1
2008/10/1,17.9,8,1,26.5,8,1,20.8,8,1
2008/10/2,15.7,8,1,25.8,8,1,20.0,8,1
2008/10/3,15.4,8,1,26.2,8,1,20.4,8,1
2008/10/4,18.0,8,1,27.3,8,1,22.2,8,1
2008/10/5,17.6,8,1,21.2,8,1,19.0,8,1
2008/10/6,17.7,8,1,24.7,8,1,20.6,8,1
2008/10/7,19.0,8,1,22.3,8,1,20.6,8,1
2008/10/8,17.6,8,1,27.3,8,1,22.0,8,1
2008/10/9,19.0,8,1,27.7,8,1,22.9,8,1
2008/10/10,18.3,8,1,28.8,8,1,23.0,8,1
2008/10/11,16.7,8,1,25.1,8,1,20.3,8,1
2008/10/12,13.5,8,1,21.6,8,1,17.6,8,1
2008/10/13,14.5,8,1,24.0,8,1,19.1,8,1
2008/10/14,16.8,8,1,18.2,8,1,17.5,8,1
2008/10/15,15.7,8,1,25.5,8,1,19.9,8,1
2008/10/16,14.3,8,1,25.6,8,1,19.8,8,1
2008/10/17,17.7,8,1,25.7,8,1,20.5,8,1
2008/10/18,17.0,8,1,26.4,8,1,21.0,8,1
2008/10/19,17.2,8,1,26.9,8,1,21.7,8,1
2008/10/20,17.9,8,1,26.7,8,1,21.1,8,1
2008/10/21,15.6,8,1,25.7,8,1,20.2,8,1
2008/10/22,16.2,8,1,21.6,8,1,18.4,8,1
2008/10/23,17.8,8,1,24.9,8,1,20.4,8,1
2008/10/24,19.2,8,1,24.9,8,1,21.4,8,1
2008/10/25,16.7,8,1,22.2,8,1,19.2,8,1
2008/10/26,15.6,8,1,18.4,8,1,17.2,8,1
2008/10/27,14.9,8,1,21.9,8,1,18.3,8,1
2008/10/28,12.0,8,1,21.1,8,1,16.5,8,1
2008/10/29,12.7,8,1,21.3,8,1,16.6,8,1
2008/10/30,13.1,8,1,19.6,8,1,15.5,8,1
2008/10/31,11.5,8,1,18.0,8,1,14.5,8,1
2008/11/1,13.3,8,1,21.7,8,1,17.2,8,1
2008/11/2,12.5,8,1,21.4,8,1,17.0,8,1
2008/11/3,15.5,8,1,20.5,8,1,18.1,8,1
2008/11/4,13.7,8,1,22.0,8,1,17.6,8,1
2008/11/5,10.8,8,1,21.6,8,1,16.1,8,1
2008/11/6,13.1,8,1,22.4,8,1,17.7,8,1
2008/11/7,15.8,8,1,21.8,8,1,17.8,8,1
2008/11/8,11.2,8,1,16.4,8,1,12.9,8,1
2008/11/9,11.3,8,1,13.9,8,1,12.3,8,1
2008/11/10,10.4,8,1,16.3,8,1,12.7,8,1
2008/11/11,10.1,8,1,15.1,8,1,12.3,8,1
2008/11/12,10.6,8,1,20.4,8,1,14.6,8,1
2008/11/13,10.1,8,1,20.6,8,1,15.3,8,1
2008/11/14,11.4,8,1,22.5,8,1,16.7,8,1
2008/11/15,15.5,8,1,21.6,8,1,17.8,8,1
2008/11/16,14.5,8,1,17.6,8,1,15.7,8,1
2008/11/17,12.4,8,1,19.8,8,1,15.6,8,1
2008/11/18,7.1,8,1,15.8,8,1,12.1,8,1
2008/11/19,4.7,8,1,10.7,8,1,7.4,8,1
2008/11/20,1.9,8,1,11.6,8,1,7.1,8,1
2008/11/21,5.7,8,1,12.8,8,1,9.7,8,1
2008/11/22,6.3,8,1,14.5,8,1,10.3,8,1
2008/11/23,7.0,8,1,16.0,8,1,11.1,8,1
2008/11/24,7.0,8,1,11.5,8,1,9.3,8,1
2008/11/25,8.2,8,1,16.4,8,1,12.2,8,1
2008/11/26,7.5,8,1,15.8,8,1,11.5,8,1
2008/11/27,7.4,8,1,13.2,8,1,10.4,8,1
2008/11/28,10.0,8,1,14.8,8,1,12.2,8,1
2008/11/29,8.1,8,1,16.4,8,1,12.3,8,1
2008/11/30,7.2,8,1,13.2,8,1,10.2,8,1
2008/12/1,5.4,8,1,13.7,8,1,9.4,8,1
2008/12/2,5.6,8,1,15.6,8,1,10.5,8,1
2008/12/3,6.3,8,1,16.9,8,1,11.6,8,1
2008/12/4,7.7,8,1,18.8,8,1,13.1,8,1
2008/12/5,6.9,8,1,16.3,8,1,11.8,8,1
2008/12/6,2.1,8,1,7.1,8,1,4.8,8,1
2008/12/7,-0.6,8,1,8.9,8,1,4.2,8,1
2008/12/8,0.9,8,1,11.3,8,1,6.6,8,1
2008/12/9,7.3,8,1,15.8,8,1,11.3,8,1
2008/12/10,9.0,8,1,17.2,8,1,12.4,8,1
2008/12/11,6.7,8,1,16.2,8,1,11.4,8,1
2008/12/12,8.2,8,1,16.0,8,1,11.5,8,1
2008/12/13,6.6,8,1,16.1,8,1,11.3,8,1
2008/12/14,6.1,8,1,11.9,8,1,9.3,8,1
2008/12/15,3.2,8,1,13.0,8,1,7.8,8,1
2008/12/16,4.1,8,1,14.5,8,1,9.4,8,1
2008/12/17,8.8,8,1,13.0,8,1,10.9,8,1
2008/12/18,6.9,8,1,14.9,8,1,10.5,8,1
2008/12/19,5.5,8,1,12.4,8,1,8.9,8,1
2008/12/20,3.5,8,1,15.1,8,1,9.4,8,1
2008/12/21,7.8,8,1,18.0,8,1,12.7,8,1
2008/12/22,5.5,8,1,13.8,8,1,9.4,8,1
2008/12/23,3.8,8,1,11.0,8,1,6.8,8,1
2008/12/24,2.4,8,1,10.7,8,1,7.1,8,1
2008/12/25,5.3,8,1,12.1,8,1,8.4,8,1
2008/12/26,2.8,8,1,8.4,8,1,4.9,8,1
2008/12/27,1.9,8,1,9.6,8,1,6.0,8,1
2008/12/28,6.4,8,1,11.0,8,1,8.4,8,1
2008/12/29,3.6,8,1,12.0,8,1,8.1,8,1
2008/12/30,5.1,8,1,13.2,8,1,8.4,8,1
2008/12/31,3.1,8,1,7.9,8,1,5.2,8,1
2009/1/1,1.8,8,1,8.8,8,1,4.6,8,1
2009/1/2,4.0,8,1,7.8,8,1,5.5,8,1
2009/1/3,3.4,8,1,9.6,8,1,6.4,8,1
2009/1/4,4.4,8,1,11.7,8,1,7.9,8,1
2009/1/5,4.4,8,1,12.0,8,1,8.2,8,1
2009/1/6,3.7,8,1,11.2,8,1,7.2,8,1
2009/1/7,2.5,8,1,8.8,8,1,5.7,8,1
2009/1/8,1.9,8,1,11.3,8,1,7.0,8,1
2009/1/9,5.9,8,1,11.1,8,1,7.9,8,1
2009/1/10,2.6,8,1,7.2,8,1,4.7,8,1
2009/1/11,2.0,8,1,8.0,8,1,4.5,8,1
2009/1/12,3.1,8,1,6.4,8,1,4.8,8,1
2009/1/13,1.8,8,1,7.9,8,1,4.1,8,1
2009/1/14,0.0,8,1,8.8,8,1,4.4,8,1
2009/1/15,1.1,8,1,7.8,8,1,3.6,8,1
2009/1/16,0.4,8,1,8.5,8,1,5.3,8,1
2009/1/17,1.9,8,1,10.5,8,1,6.6,8,1
2009/1/18,2.9,8,1,9.1,8,1,5.8,8,1
2009/1/19,5.8,8,1,12.6,8,1,9.1,8,1
2009/1/20,3.5,8,1,10.5,8,1,6.8,8,1
2009/1/21,3.3,8,1,7.2,8,1,5.0,8,1
2009/1/22,3.9,8,1,8.2,8,1,6.3,8,1
2009/1/23,6.6,8,1,12.2,8,1,9.3,8,1
2009/1/24,1.8,8,1,6.7,8,1,3.3,8,1
2009/1/25,1.7,8,1,7.3,8,1,4.2,8,1
2009/1/26,0.3,8,1,7.7,8,1,4.9,8,1
2009/1/27,3.9,8,1,10.5,8,1,6.7,8,1
2009/1/28,1.9,8,1,13.7,8,1,7.2,8,1
2009/1/29,5.7,8,1,16.1,8,1,10.6,8,1
2009/1/30,10.7,8,1,15.2,8,1,12.7,8,1
2009/1/31,5.8,8,1,12.6,8,1,9.9,8,1
2009/2/1,4.8,8,1,9.4,8,1,6.0,8,1
2009/2/2,3.9,8,1,10.0,8,1,6.3,8,1
2009/2/3,3.0,8,1,9.1,8,1,5.8,8,1
2009/2/4,4.7,8,1,11.9,8,1,7.2,8,1
2009/2/5,2.7,8,1,11.8,8,1,7.5,8,1
2009/2/6,4.3,8,1,11.9,8,1,8.0,8,1
2009/2/7,1.5,8,1,10.7,8,1,6.4,8,1
2009/2/8,3.9,8,1,11.8,8,1,7.3,8,1
2009/2/9,1.0,8,1,11.9,8,1,6.3,8,1
2009/2/10,4.9,8,1,11.3,8,1,7.2,8,1
2009/2/11,2.7,8,1,12.5,8,1,7.8,8,1
2009/2/12,5.6,8,1,14.7,8,1,10.0,8,1
2009/2/13,7.7,8,1,19.1,8,1,13.1,8,1
2009/2/14,9.2,8,1,18.8,8,1,14.8,8,1
2009/2/15,6.1,8,1,16.6,8,1,11.4,8,1
2009/2/16,2.3,8,1,12.1,8,1,7.8,8,1
2009/2/17,1.0,8,1,7.2,8,1,3.1,8,1
2009/2/18,1.4,8,1,9.4,8,1,5.5,8,1
2009/2/19,3.5,8,1,7.7,8,1,5.5,8,1
2009/2/20,4.4,8,1,12.8,8,1,8.2,8,1
2009/2/21,3.6,8,1,9.6,8,1,5.9,8,1
2009/2/22,2.1,8,1,11.1,8,1,6.3,8,1
2009/2/23,6.5,8,1,11.6,8,1,8.9,8,1
2009/2/24,5.8,8,1,11.0,8,1,8.6,8,1
2009/2/25,8.8,8,1,12.4,8,1,10.4,8,1
2009/2/26,7.1,8,1,12.3,8,1,9.3,8,1
2009/2/27,4.6,8,1,8.2,8,1,6.8,8,1
2009/2/28,5.1,8,1,14.3,8,1,9.4,8,1
2009/3/1,7.4,8,1,15.3,8,1,10.2,8,1
2009/3/2,3.5,8,1,9.2,8,1,6.3,8,1
2009/3/3,2.8,8,1,6.0,8,1,4.1,8,1
2009/3/4,4.6,8,1,10.8,8,1,7.2,8,1
2009/3/5,3.3,8,1,14.6,8,1,9.5,8,1
2009/3/6,9.4,8,1,14.6,8,1,11.5,8,1
2009/3/7,6.6,8,1,12.6,8,1,9.2,8,1
2009/3/8,5.8,8,1,14.1,8,1,9.5,8,1
2009/3/9,8.0,8,1,13.1,8,1,10.5,8,1
2009/3/10,6.5,8,1,16.0,8,1,10.8,8,1
2009/3/11,4.6,8,1,11.1,8,1,7.5,8,1
2009/3/12,2.6,8,1,13.3,8,1,7.7,8,1
2009/3/13,6.4,8,1,12.3,8,1,9.1,8,1
2009/3/14,4.8,8,1,12.4,8,1,8.3,8,1
2009/3/15,2.5,8,1,11.8,8,1,7.7,8,1
2009/3/16,4.2,8,1,15.1,8,1,10.4,8,1
2009/3/17,8.3,8,1,18.5,8,1,13.9,8,1
2009/3/18,8.4,8,1,21.2,8,1,15.2,8,1
